s	-0.547831213954461609395881825325471536359233350709585695319048093580817253888152632215180132458350309441190087803000284188773472569109945389197315037846946550	-0.693421753722578966242703139114237918154619733783179737985812467971845244809253402448658280404958185238077511117447217230872921231138797800747545882981053905
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.0288422338805829224879358659889314079095240444428606856565482461139000631669599306375375407849552575420977832303563989248076404480131833578820483470982702	2.7765879052381062603358889244420280482442576452166617647147663306780505724779163314951953778369912889558722740575852064959592439497293490718721178002375173
1	-0.22936216742164994727800234358812434006780924599730661185693470248373602120113490579362640101335474191697348428670287554204509229380006067791317896688172697	-1.22723592050341222909173496866094218350885397022871982702723491201802784620945000576273513726446872748065299545862326694894163569743859368209985915923041421
2	0.2382432090631857761844033330571514484667087252386582509264940477358769131487598225890160031631349978778572555959854995370836564756944556928192235256536536	0.41332036469277988785089589635861250403650355772109204075293928281627355756962690518251423654116001052704674988466236236708698038031310467684658299525963721
3	-0.10948838526064764094246527965010321179254847738114574846085217009864387557071939727212966580443840962559408680908386414126281970172117002822878347561207264	-0.13213522212019437803503797725539192175626656993968789723154602327965449985299121648109245540240159912347323955354558675311700513577431784633828607190683842
4	0.04184862127100636014461062061682113329744044611837859329707750782900240196544870163190992401668977503802839905175492041131207252600962310442352774469693194	0.03663567009806051304839872026690459866913996148627113237106720960420861615323773873205112964758881164095333991078086725064862086447188155788798721900821553
5	-0.01299495206618284830499301584387602239777030565950077427519458837383025663294552201494917985032966102662512386246906877728616541898884893259724558216403003	-0.01048716968635697372876840264258048212680752311595216248999995670558901553092647265493538580365340599595384282904380861204089122790128654394134444215819111
6	0.00363361718107627533482322298662477734531218219463349608917594087583116527704669740213048828445908635933865569249374073121488384117776089734067355791031009	0.00316078343728059975113447181349552292216869758975876296960289936076435024238397387622557857378281971731348334501540593376856864637925402280630738063366941
7	-0.00088984183758112481970588086137472787118857573263974937955771697030651691266545654832351253197163177362174602243761244334668353320583796851167046817363414	-0.00100204213605405872011982407545146597606250355581455334914006705617141276070888514578076353422018624356623484978417229587486825874305253073018885841438168
