s	-0.547831213954461609395881825325471536359233350709585695319048093580817253888152632215180132458350309441190087803000284188773472569109945389197315037846946550	-0.693421753722578966242703139114237918154619733783179737985812467971845244809253402448658280404958185238077511117447217230872921231138797800747545882981053905
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.40286544242993612034626176799434950013619372143329292005929115782071773959246571421824113609789968406408638856168310728430184863195290192399234020275039118	0.55388977899261190661106966185206000834205788380880148414118238858967384294331948611585690589326156826940257672068509280199725900064656425255695389693711034
1	0.41544622814531358815897468435213970290952008150951960082052935481601266166633281050113141902477757767767888217512956213724491435771142727572212162776682562	-0.26748495828274971027211489641252062339641410788219880132373419608099873299556525271185475477724771342791729773924947281714586120279444871565084761117281947
2	0.23545653354449132318214037213674013290270273590460660396258111471419952229783212099158463296006942433861027482148903472639504556195155858554396991527947626	-0.07686878668011559491005434106638769466180384269311913459181057548838038904501029542646798265101555380780031494203761610800394385883346061987365448074182975
3	0.10337962170549635946380005031931898260192153647698283623056549423857807790916760456586642299098772958462558444485344527427482520624585339445458869427136964	0.01301066266494440790544986382070839840516560013858008304507913399695204147558982469118898778842234440268568296267570021405047336880242276300682697087975466
4	0.03523255578398380531321927908677127060840648648404289557072684737756370809896238189245416073775701745676184979705610784451919795189327273081523495017834741	0.02779038147446312294829793717588978098451378412366056739037046569528471802158622481260523127642557823732969763767770556953001645431493913376949823410746072
5	0.00900321229940514388298507855315746490576682483137673214040219392333809489328773389932522746612498976776681802370889950364960246820607579456208376466045967	0.01676430562266134683928686710754676464600181363286866711766949650053779497797373904245251396413691817734634562345868730532658919328099883950602954122474909
6	0.00110632318983870675185331233408100849919701675718874351493239576818364950990546406063297719923165987857041379295077861113862103855739086561882370010784966	0.00697374380538706721993992213100259778341020838100621017470164029453525890191440461214184501331578250182887904725266695931233217688077684384295284837443065
7	-0.00042211329250533987028797517088162786434879850796738386987085641266829329770968971799107332326666589618959511679193320728095822663164649488091901128382617	0.00221654230230431666634066105623762063020178256320845699662591781290821960461303005347234085801782454962663508185583120229057809017300865376417089710429796
