s	-0.177924630690928557661138374501658881572859599188034359662430114251089952895855693254862013295293870840689496798916967697719538704144268360822591249062247951	0.747343367857976658195050069114817573829609806037137743407151920668758802741192695739602530792039281782801599901780610065365045453715392486376684809100353354
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.94777699432797877170482954245933503704992171961636935798284325596318757773940708233066336920349162348621645746447657480689837016380602886653744069862375899	2.03726117233424031533777923634498441079756983511020055420621109155518427662162340518475798972750394412128477426483665009051081441901262136688840139331658284
1	0.43986199268764408514763436804659507833848490672725273462906097129687402769613077784890781682649325177264899383061049188413825250665337389568777844753659323	-0.36001013916027229163361704081286170016965365728068177705578308433674485265633673028361629539204649597876706249194178372756226512211523924649556634017026851
2	-0.15477286038069149401933544121928045333011767083549621655232127255417555279012773762853731733102669038392709450787997317176479922796569945864550956875925752	0.06680960492033082030914467233219524365264222509661594302934653649771595159738721226618849165420349832784413640198832025490480251261707846385617654106022017
3	0.0519081013474936959107509610057419248683212755159475769845035751999949525332959394812874817381809090571717743514686241956728194026890702882289692023122533	-0.01268824428777018048952980937857461711660988842947071407871447823701611039781481924778155446523235847745035319985773135083251284943661248124503315229169991
4	-0.01512909272628796530981052030573182308553477472769947290833368320885061152377785429095209283017942258543640671179290320955090945431810270663472690067856357	0.00040027595289690642369232829222024256584135971729997569852794734931696388692420651794874936521547387855836700880187135710498952276213374281050241186475511
5	0.0043869067475344139775579937547622596204182001768078793677220363321911066035555547991868444272620361127673093535333942915283801895562243849394506661468367	0.00009712818334969764206672441790886241927374168006941816463739696577031123419738319579649586311003529345902915841227838422404219052720802511133733427685629
6	-0.00126410474116893618831983673355630481938480576491607150261644647076719498974590465361924135566057494342544228910158156541530440980736209235841955798398611	2.64010787070091867747547555685222817637652534042047798163273812227132808167938060198546542979880643341905844002513809481289126509487738138382484445727e-6
7	0.00036409696352106741394290759895326686565394168661356062631688242159683421072282774657393182157837290412744927444612746039990287598618863194475080515327172	-0.00004399159128196617077176073271757481651024681716428032941802183615816006311332440962235830516038094764617721285569808602984810657000160979443694902995418
