s	-0.5478297504897749714621032783672988221841775648966049530087088664942118899175603538714421144523929002220512974984960189963456291688951434724543232762028626	0.693421993695985889378204516956034569133229868515088967834162328456484547800054519247504263284577140108156595135267771240652321806050295394964110317288994
N	50

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.02887174778510704743244420233516326591674895941489733823583726285537297481295690799107565521137132860946756035836951646485223049055760654489318226349091	-2.77658232000348338181789501885249882428935971161668784663035155097079394590822593350262153018617977226585282114804189599311068849778018177116663156377472
1	-0.22937588378967595163653812159812775671824549108409997399578024184391264626183291784057998427926811070752250610363941729695486600942689129892595815341033	1.2272300390944307748308290579140439213061934134838247934236089567848814525376452862175274907344831777442926799205166644785407861161585858411390036095794
2	0.23824838709782262058369041380242756596725084475973446419520653614764523750771682798239017886430137403423401739400765170420948742853573108144329468459764	-0.41331590968065808516341345377761394035374706086591885369261977972454953634089194588672908364460470263975769230154810954961550522466750227223048634520415
3	-0.10948981614165850124597311952298918439691845651338401082933762485378855613530923392376245962973421196705112052700757356297878739456870452212475624027729	0.13213305871830255699167803071523503258800412631914233571137838437395238274572826132902083739444777356239249668040402496206740683980092545631669530016831
4	0.04184890393949862246624906062706593065148175913817324876865818298088361589991430501956009575206305550902559345874467502744341069852056690827158073595651	-0.03663493127640628896073110759754096931541990589950615121085342666229532379072438545144297830848318218834637045140805851596956535926297707606107527868596
5	-0.01299503736517778237279122770227452401904715025941907009828450767931085779064949652182112094696578182794316972889185883217124413735475325292017152477902	0.01048698385593102743420249767019828983669021974355489513694301118158900304522984781370360746550013039213730805155496755753534480676589371898671790935533
6	0.00363367133286099920210787312774791413373993612635810063289811725651815062696544845980039806630982911248850172582652958284489026005247707477979078488602	-0.0031607302196898582877311167637827435559918304961594915175019425726190563381491513349797406724302873543487609428890757018182142084050116182228833820374
7	-0.000889863788059486860792944980753017660132792455594338419698083465163671901483644760863125257901490971734600522798061678393590810041754238415305780965	0.00100201267093793615574589660639741087233428283478520275834190682594139466699659710549373610941429352873525864123422687384620375032394329224753695233811
8	0.00017788893627630833163124072609348423452994215404742685846799303555214837450358171823606740574805111136230344144490115080636233831014992702472104447063	-0.00032447844759542879847720964925958460865782940075358903189467349082363424220717322624765059818136417166147135149616388519641315120715015049144183348208
9	-0.00001827503583662416778713733104442031713458039849835540103792659509545681997645546095820515286086159223801334028618556527850473377790774628722877192177	0.0001014814754377295818249076462256237649153426005776349653977170127000313694180156506466607440668315525371673266893431890722888348104239830644816976827
10	-7.07987844580124138895267090066306472659528778198458400665038299944881685142250106212760294018224267087328507439361401487088530213006655824765513282e-6	-0.00002895460230086996566150925910712284471680390187520855322265083893520403553751189292913414785936804912420231058343520933527109053282167915909531018236
11	6.14818091131078631293092498247975891336146599550519221614394200296397713583924680378010978518605916867898947036816932806704243774582583165209873718e-6	6.78293617276175681115932138932825915265728799480082325454017348136248708859167600158528284685132795422078737073823843384375626813482974640056112701e-6
12	-2.90902561995038624624079669355494123116363209420474386918225642397168763352818393939589612592614613869124096556751946504795944805446808577685703844e-6	-8.5511091444712590150790708291959214772595818934033701320175695543154424892991732179557900048530089325025956141785899197412301984912888035581873481e-7
13	1.03785515696472033815121734889114117404931692359254975085912774011060809639460003817633839853426104554431418851435607526901006644250781598212367024e-6	-3.0655502123742366283463454685621808534514507584140161515880793869642260404852100455944564884059866685531137927304221253823143523017976966196293256e-7
14	-2.6675358548050118307641014950975892936300815855540140975913315071239985632332939241090687375006229120023761119560515297131067455759898215963051417e-7	3.1360655480835091029918649353826031436665886636652096891183153187416882521773286858498187485802417189509302426311254738967662442205208664223796285e-7
15	2.132096639754231679720059902815356780146997826822982108121973081585671506530558520137268421504987967932743610382886056378668243198447635082292909e-8	-1.6346958749360847658310843726734303457299343033316954666260510578486721853150470704728067105814836000724323394951501015269195933650005808188407282e-7
16	2.919780052243257804262002594375367662084082795168422696393055653841518999907948176478463396848095170541673258614053195996436366635850364798928539e-8	6.226350679971286054114926553966113828572308579870623577295398687165360752814650958694992091904346371745008643670705729036441663846441292071564022e-8
17	-2.494939333540148262242265154468444266308569092397709297278876061962774477652539972538771404041311991141180560305742388512359133369263384357385782e-8	-1.605919277502342558589201499128892178318795973238899616314914353896905384501522770945952701687106025177898352888836266018371273805762824853726641e-8
18	1.317033789648592694081695354257661480676710517789928514190140122911296427394662102493796929370116486764770967606471891705365256699898791144367675e-8	2.5415638111905491027509639055116189762257116618889666622248161229261632689836645818144496887705736236604229812100453525483246976894838605433106e-10
19	-5.18514189580794557860775818876129702199045473363320305295088721171496890046645586742083898865604256604828405179337940630904015041384812196094305e-9	3.00900321829786465859141399506384275177320445453107541356815682132004866737350147806057825061411184541942351710056487957372859645512801010933625e-9
20	1.35414035373855610648361051634084168017429105237054934542798311051622489993911136890314671839863914643362962493607693059584119782717829635697579e-9	-2.43781800816918554622487455081760568458166563525223277131930598601810539773905359053722855468668953170843859091552959284048521866744263270440442e-9
21	3.185844210444633616649202381822405436737753522658444980066725979744723600598999380847895615203213959986667641562742409926934295607937291600423e-11	1.32243331696295663165476562544929597141561652345311838795300263345754967010449247389414827340578689043993059985701597992588245331458580029077945e-9
22	-3.331224628503869963276393227699824486620872390570078970801055931802768732001553546955571625962964499390016092297772363673884749233351130630167e-10	-5.4492745793385750617897786485882809531124608455360420989437280023672680990950953350766627870958591779784292504134029961779755569427400692543928e-10
23	2.7445207995239181102789225601786851140314552035353550792636652140727412074667309350854193636542060973290037833127034013757784466857876986693437e-10	1.5126716602989271660991118800904774721875442173265975035017862898611949383889176706799781113691998563943148716185367610652867432104753116274469e-10
24	-1.560366174223845623706213761354531383965809262224011155563591990363440335744016295677213169907784795856066236613835618257581588582803091992435e-10	1.34942350237436097752025782610372133557864939354871725648758849760685533238500614347084443979185438435373166323786911598286558512741372928057e-12
25	6.8527429658346878353937717583720738799121665232722077559691167237057209904178759704337127553979522982143812964151057909174736534994745775568268e-11	-3.8817076849949474045603043755600267470766920386974220377858454448739732377360883065562341612680866479776394008819456727238227168813951212656616e-11
26	-2.117842504968761376783378141175785674258344392496786835793389189555846987666746478987157636457286272117903338198761487085840097297654562384333e-11	3.423454370121885517053207286294403852259447474676730123395251943024566202302371099276849519637050938108992048274369571767837044725417564625905e-11
27	1.20295606672984015026293461302647780392511821958086821055558576456573643485296153008165225647562301336502254350299944884011317358148820700059e-12	-2.078803816250810414556243267699553588892490238954054772776383457446659977158394619543547934420976914629961621845018037226406855638730267671499e-11
