s	-0.95641636092349763716455434558710937509479022455508427039171668195064597522704838544232891762513821496902124021282777956587064878218724166273354591053579992	-0.602314832992644902038449946129537236389085445939239377766728933440211302098899526303668150596631054149043810234856616433605499138407438121484829543586039649
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-1.6184261724657203100256759804001251064946852337937838805807130554878482774329755443288235577699787948173342432064364448508807029418527536751433078021501358	-5.2608112927872977498604562825615990011309248277179069297655175639870196383377293847094185500361608422561518531064389970242578301614234119495798430633110079
1	0.730208629178479547549833317187616689950411003802009136788373666571110135039485161246577786528006356740170388853717121633818069520521458024807642245940121	2.8432816674965194769392922455240857491670849684384281345883732931600518444754145878804144867691750642169609551149156028038486771473747583008960862668436332
2	-0.3769723833389820506742741583228043549204156095926505147505206140716865288211974892389344629125297481586612496336800019914793654496825742757514872409278722	-1.2205192365491944189656573943617648612971905731877405028678300222484707223250598860601281602437761551753827439070786037313238202015524871718633802360147135
3	0.1782150522486948655165784505489687823897376449480062163121538398464862097297609273530537464194852392641543665916774674785238844393615007270178696371773038	0.4638834005888761323063476717739994811422300789306667879650888682990727336006920718280915244559514583528193360136239397781954585838448841163795265758853381
4	-0.0684318877246036260019025312134338316497238546121471609555646786897699367158459574715369915433062812508961872880754523272073799040915657281930693572400232	-0.1542556122800528876354311167808444615548920676578386615597568939567513828403774596792749704414694680790982508615665851463152190351874022996707631686574719
5	0.0223780447677057588497291086652663573551209083615558382139338823311627325312083619863979364608176394446021168675456285784771679490211388847822967707348291	0.0478617558775635826036440066571045085780418530727113616196455328086848948924550442691846807283622061793639946250077556268545539290711826716604083100903941
6	-0.0059789022448890784894927323447385976826228132086208939533542151747958753187387031610623166191376137799097076902497442310959284733775171265124131104124433	-0.0141015184982271847185121396261940862334479830969494278650454987614446404063071750236132449995699926301760066113964403020071425040267788752364116674661107
7	0.00123184755577483825500086882517581750600563783674730768367982854137930641168593116488734303256848229494282553924204811220842406735685667864049240072988	0.0039516410204599219388392071331096485180983391462901000230473177003057528030273628632454572176221698977521211963079318139999396011905569709277369260600293
