s	-0.177924630690928557661138374501658881572859599188034359662430114251089952895855693254862013295293870840689496798916967697719538704144268360822591249062247951	0.747343367857976658195050069114817573829609806037137743407151920668758802741192695739602530792039281782801599901780610065365045453715392486376684809100353354
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	1.74368247623256807101359957928760861421733790342497665407149694925269565379605169209314958744697815436089254390543437349844828288811889968174795676717874471	1.04311197941448156423603654346967950706454412621837213581737867494080828385823488874728739335711659296811024668699622896278947900172881749756896979833471178
1	0.10321966405768059490714156784847290499528981308074066166694737889665718513348028920498602992875017971192187056368073167531263840083443712692055163491901754	-0.29865790856100218749668473371374958633425186900639060795009365257675779489167851980153086159659884821095031971857357127714028032568104261783837331867964422
2	0.03544720074026296739258063618151626435621685477486892802487546622881587154300072408419601793864096536461301518659953818377207770123574580155031734349190772	-0.15026923887092743759726546442727875744891783826214432057452771626223406125057537855204747730381220887362392014961785726058379540168024298524378659085167363
3	0.00165475341993302404368767394375945965635427276051284479911504430071801425720024523211485168000474894050107087763047543894622404226762434953165749855192792	-0.05542247758873928297196705991786966018714771276564759444019420200370703338648233627269274674624509362583890157302371170162259457061066101695011524741015094
4	-0.00599370687698883160633135097468492935566719715982306390167925485795383279490077181477556953372350196812135119344607876950582153610790182539651195592471996	-0.0146419167831172084676435337348190355691526339743014408410621270612777463382240393762619050477221372604293020774870032375575616780528145238759220191006734
5	-0.00397876721073259827271503965335945206986050417131260367048759967339738725429773722729977835262924517365165738245837408318685043176850405464322624416113347	-0.00270140306989383623786062323872455335067848268177126834248040582748650530829188004751686909374849839113658747649119048359108439292788621834061286373512967
6	-0.00162054862857183559816976588186676554601045285341736175755141612304440354618662114257610256313479559961095127587205184057486494195949839246836070679156997	-0.0001221770589246824750203023963251177660411632957585272035832275870333379810086754096657695022626064785902696071250527792497652798178254629439466092125005
7	-0.00046891091958505926644715704482103744983562557323836168997049692008700166153960524239987275764446131886227285213094167934888027207509935126341891301485561	0.00014327902763769366246643293496683381800697479993081325392059566014830111709298592776342642390391374983828368309167823437745513776510902329677599390462855
