s	-1.40688864411679981340962466819564355798061587564877572441184554017261161002376048604795946229970346469130446318654880055484034728761136069513828243478473683	-0.497464021921347285006128328083151235274848576867467788219521478126358492339701496713365977866391109777000481031058291330655806554283635182110901055207293220
N	25

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	5.4075956512316619102962923147895816196749252167316664553409380469922612400195780367039948442527158168862122840195323422481687422514979144150009002819308912	11.0389957189108907181643267241285551670573384741500060384924791488894777197123655857996551678240469715794415948325673700597926055458192650910584882806916883
1	-2.7122770505067111066550771558588495651459030637075475834769769387209517939981276365914385878129690473788671252093332141931421691274414008054904085379707611	-7.0069816000049782414968713840179960192477639350737087230816727110095755820253374809285538674980363168818451386652098797374890779161324260508400626097223248
2	1.1332662431951980139383305283926533625655908451342220193432722326080244712947367318312543071454357371453460747820555362757030410525044523061607607964848805	3.3139580477471656293721115309336879497284564024428259192474516277163923758196323692050098801412938857391481844930317016688514523690140327252275523833645362
3	-0.4382498306778416976685909693614797991596206449459714579472532616419491507164533233693831689591904196960444882971486300303399032575250157069407475147024503	-1.3608154089435500375288934194014710819822936250579847287225370489397664063364254158696413689416121286498255704333009592846885839062827431379377273471012852
4	0.1470431585290729360710156863956288121446405860418918761580942423281358992357346326461568938985136593384463565534684062049278048512591113847512980624342927	0.4866927035342644467115675906621788375350769691758900725716026318137859953666707599553088706738797421174724682780978432847199705199436940220025661431781378
5	-0.0442747155365788055109389449259943378293690880184623045290621968263926540359162316784263665485899565079461525496735882803225423321644691578836721332280551	-0.1582336926550548905807992633303477796359059230510528998816243460210751044494758290666357429848409184656358476916691183103783392682904254255028957179097522
6	0.0114469194346538120064716219968551665472844471074337646950206966012633778741644614550638734234948632059806494034796185411089389026647389058710613749821106	0.0474313399802228600803925778699457068690641672296353259483584074598209478614678280022518448795139169858859659323736989149175312361726313360416314907849472
7	-0.0023269546567070530631578188832697404414167443585956917657829206083693846202246317761243320524696243053373263623114963002028694197933620888690541293359835	-0.0131596140168838611991363902082046565703352326175087112081579460085823356683352429230168492550202007170993754159058881366036099085841961186945942770115428
