s	-0.7530437245120287258737364752326816104368323172639547127609780032048009910270835298232239588812782155139361377281287992468680462987346133109015945140110228	-1.5314623269789212468983621672218612763567933264964822027077558100048919717749435313928632886754401820390924916167009273819159447090935364623888159342723944
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.01060944976365481365432021135769329490370217104604963968753951502626089746106556991253838002599151719779111467566157558640385273799635963984455248800068184	-0.007037325070272673406709950324763398503271680709852929442902194203097060751656864218677034734761462047524655278360979695318402487098596631409790604980951654
1	0.000378059736971932278262397304237351558035533672605841567443739388364234460271788782175286853374187508264191156345429978266890049713093107696846551105892081	0.001046561954727164613621203952351717345419987896676314699491282229705083486440737143556035850963882290545504178696970761994408998994744615847942022075397723
2	-0.000064604716274089327648538882926291624259538319595118987099143934273389068473297544487486207241294512792145570730347932917240134470096392959007857363305059	-0.000225449432708164150290346357440151032681289370835668673667896138402913479461333538260824345397723287776398602031669446229844822615241234500370343268478955
3	0.00001404930992677132144557816658395961973934171451613526984375878242156889527077466164200422837907614931567924949159830912939621009753463886615303588104845	0.000052552542218067606341847077105492285328319933700981054963746217114610803832801891839068871720126906362004540505921150900565208050563643566062736916755235
4	-8.50374825082106686289529116875631762343951467465935540233446164831696825921267787325671427942284909104376967564002230871719204631501036375329024135866e-7	-7.658893689057895672895147130832587273999800225901794023606602182816785415459229303984898040243649815293337982855942953902748460037789582239814187394104e-6
5	2.18119918345865077268881881713549493091865637292754190819408895850212260348235326814974020693492423227926783719979955655974882754758604138726171940082e-7	1.323550646617505930812556446869151880829074202604690360962916230428164371343260977808847504600308945195185732529969314989856348201063823990707117597611e-6
6	-2.512757695034052088116521991540607341520266265124620511559548336693618401847198452312712311113755831936642933477777226407253382299873014495158593969e-9	-1.38408348396743858255423175260121497216874913192928627100006346872204975775724397448354807621270819175266449063771691245368557484153488216548177587031e-7
