s	-0.8865023274588902834629017859999178292551701790493476233346332242441392187161780904886948107649759463311038066177613309609489143389270051154419137662217904	-1.7786731517550856917140923218975416284129945707674425593123961509892838766019436019720504196943542420675754191461040562746035436361124626940983927021509098
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.000693331819767300232754863995875270954318147066170648132489819581845547143379566050069564261280489334532472015330674585834344337683621200018473343055618941	-0.002568393378248337537916885832900613906257898259628076550338971288098752331351921743690603933669072765817498256624931697776998836721196902144253416384504059
1	-0.0002464984662327819819189950517436399701864370961829031490524041956766124277995121853676721924871735103923941358444586618474132907043676030242739033845651916	0.0001429537250076581177056543846785503236574147079729400673527563278039300658979961702083800447941050021866931791055188693805376376793140168321403848675020109
2	0.0000562254325929857638451551171365917376502887039750709682589718851674025231746561801635132228915167986690554388574686466545772061425535133744645520430340125	-0.0000230668119209618050309879702474005677239948356852708345087092319202336497679509232750340997043415252813283460456389012324431858482908861889296279425733039
3	-0.0000134390603640487012015900101242228119221731186807221112198278694621094629594430191366591351690059535576598115126283544566546285358783242206079485611501572	4.4246268860621269575459596277131376196182596305050841179582498166027932008933433223449453857693361642837120846995178985464449337588264731791233732944933e-6
4	2.1000131524904531896271748126092518234020563561341591492761400278213452626726520540776353116047864299078445855856230149465541289004487408482304760369816e-6	-7.54768903671898120659767079188536092350187392274068923813110338638128319610512166807104300809737042575200728138309030408295830496101443319822971658154e-8
5	-3.547332930653074599082120368176319665321054842542166632889470341242242699912412081734439954316559258322961240243348578624316479769539730443863014331467e-7	-1.07043647487718879263679028933039270009999138808447869213417120775996490310845203464119294400604780474365204537383710860876685620163971311430538300811e-8
6	4.05853157501318915775063325715610793162676193061818772949783961908642662263390360871707617418461225932631695366924589698774103424127710939404451627585e-8	1.6147770425718292370705645519154152660817790254041768736066574995219396095869299131497772890965726261027220253357730823947176485039675626529470671961e-8
