s	-1.0180766621294096768008550075344112746949753614367742524165502833490229155724662807050398707727444117142914540992566047331143240037652645154188654860898264	2.0286962176624148115598521838508655025648729236893852991961601933009224211585455677853094453273682149956710053845185558720458654659708692988707501704071165
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.000566426732023875196262491583554818260028621402035910192765127822060663642716682263148698584555442597950373795569591426628066357896073448321639660775078186	0.0000395846417034506955230195710615684504320994384175766149467586754006979749368541289955659809198168704275432140005656669688603655835626443910594421531699893
1	-0.000050467380120988032465197811132450817494775158938425635143374251388527936342024497570215838547526910547505469404512536231255541207373606481528132731651559	0.0000518728371912555725705226397498195445558525193660480307430160609852377917501366293052923271072358705988480437881390663743615845950326521672247362886213786
2	8.6287261621088788164071974322326158378155066923653590388664780957145339158448538854102738629921140720293996867843907412755782631402985706185211098111192e-6	-0.0000132058822794734562327017990356703938861377479851201114244055246591718234189312461282334825285735729628983268079939320020222408797598202607131120824780932
3	-1.6644971699223870229501535584011984653912198022331360566339805389719820469742159468176575455370474901551422477128019852263768503877291525724371086237483e-6	3.32581685281997705316310398933497093921027691194610155199014152817930248461228197549609872977410870223132834516616419009554506842836894682786081776015e-6
4	5.69705775740475451168184215835047768002054812128815301639286535445055107394038539591916859155754789838468171540307602553787427093378062476325715402879e-8	-5.945595087664411765598436261036638924909062382045393315325681839431201781065611150163181523776423575956118567581853190847874124916190348645846899993111e-7
5	6.6444731761683327969181918566394605241217898439207365814351636673631934321786390732420285908536373214892089519512561529692846266294227820614792417167e-9	1.028806966843907334840011204200407473505522713445700913028021037738485895756981231501602963080075962912977180941977675227864712367699243562426125488913e-7
6	-6.6721831309378261955637937756149524883261069337416638463234161639386995659400230018146677643527961188522926697056452278834354189813234279183328672447e-9	-1.35546988325551121161243219642889802885727167437441307313497863000590137970891244703966286733753719111673592664348326208990981630878411383815429338514e-8
