s	-0.17177334739137520832588207849757943106589840776912150897888679858627939921976490899617130577509722780196088204872713213140247575180776027267832188907745682	-0.7436180191126615733577224023499683140806668728142249145982581601658479290365366245496528952609759803005564756075640865721050714091160033032923452341805672
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.0861113804470499157712311523444549313932610340116425709472276670233044121435809363157967837730565445671853775297537661143059099592432219367323971601434047	-2.783221927173543392279434529192511428017441149697985056942266522017880612587898613169985615860823428896424859577689303126323490610648022167306926944920526
1	0.1918623430724177005959150284815820855404724742272734137971583466628514651751902319777507406017480082053896771274613076429532772478162280161731290690469904	0.072016167703074291291999039601792283818530912265517797336441435253999435235524060641616418625523181113431086862853566973554017693472687645280765144635703
2	-0.0433611601198415342008423289420560422638420166076004459818549233529446929420583235039146966206797008245676584755285491804292971488557786235546581170739174	-0.012863733289276766219635544580176114744634234286847669056316824802254840095398359358386171172078272721144940507053426561555113801714261502147369898513973
3	0.0110435975730506437562826107268618640561297141600872506598698065467169944842286418888710479713353934987948267658625639147674529282797837636963771228607172	0.002428570617321471617893938995241910537112344943540051028759094075494412442964945695062455155426371439382477072649319625313844674293367900884394528262408
4	-0.0016942154947235159004930202355566122546356212296237083173382994156402375044400086784305960885640717131183290528648213188153519100736468141708218099066323	-0.000219160721855999321742988944159321469004589283007220940691451064831297195174096017293566483894732657502241013008793004346234948233116198630670107170025
5	0.0003607417950704277700693947379836706611716855665512617322259288998637021251768305734373489462163039646491188674291290689569481512720713587477673383681961	0.000019094402525924307041260993417981971099436690498073513911585343472515849575000356246475751520261252603558699760657997107647872368122742306094416593805
6	-0.0000571129055822871923411932239664812896040407348572626085556146080042267841723205145844585785630725553289222769195601505843148843991826474202358813589987	8.154042972205485424986613183256785418057568306197649817482848178792527240495146338733919113667245424343031040467257601269589851558122743864094908795e-6
