s	-1.2769573758593051907707589934391802071763339327223682080500079984357946667570220154159210144672071763750033500870050918355424136494885303133753328073293600	2.5339749226613369192890697264688940251644138065150005655213389697283010130171126766696068128046722846884906258679961811598456740885277886155270355178438683
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.00001984735640704296891493070942369592512945962759163153965372400764584756202925800620808267994551340250589013224966857415887834197319143947128528327468980766	-0.0000187616128598496233164736154249841366472604128765850561206197047525751159314926467949942451304590991766278928233850142328980283907095791521776050244671288
1	4.503924434502737092343352258981872998207734227565181366415027308016018893587256033806873211893160989420857539162397333691063065690994333332367770411825082e-6	-9.52755945811673059074730185944144357123051719528442773583809445010603695914133961474586675466058411346340603925978645764022680476021272241647328386473025e-7
2	-9.33501620107629284030387858293131255467637366875035019848898888148099216626846293574998448742903259800396079732757348900287736400690591990169738170291939e-7	4.99137747737218582608931684526159092351636446681051027552512689703144524748902929787872298693289963890674964091812479728957380853238066976775992720900364e-7
3	2.01761497416329091437351001520777675161916721160062721729494847073396086049075224119635551956579931497975876492776137570691389853092185070538863327609655e-7	-1.60809708602353753362046551487781001868987949594613779157077741688503217170692863452198966882359840045168935295857936524446360673549691090548998725701385e-7
4	-2.073251399894166722819617103887391588510481415583190001615463166812931268195155837147535582805988790712198815946143853080360877124410365798555433921156e-8	4.3579506764649688272752864591568036551167055173868447547173733601497830970665329685953071955482084257034983343340870913881981652085203176127353368372422e-8
5	1.582106324591553953724395799992766509847386358631367237875400905986948384209371553594561415342124057081986437697262102987485719351626985630443614900523e-9	-8.84237646826327234718744210127912685812964387150717642471308464853962704038850704901064255126765188128289316629834842865558256345967080355444418109293e-9
6	3.32351950177572275363994233592889205991801052971926940465022469727970764900997926799694375558617056480764355878039572015107312807376776942932864188261e-10	1.554319486711020252694872691627283358550931944965947294456662160084226436554612908624004313165497206196500614097588835625252848108929699594924745437434e-9
