s	-0.61714922583801766842492327186682795729960628637644676173144185404114024869656357089879200952216605203525701103927276185248158374635287324140840353395310685	1.2885595520827771814259092383613665849282330456780944825928518352147666609830903110959490206974909101088026291364440005404108388142075004869638714926197834
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.04846411917784749949197816892233146224713652974061209233618217217674339953621898993143857779022435918837815307738064582506758707828160331286762437174084264	-0.03919047665204886945937536767928519488381706964807525088930398966407430080439141320685827264950879990459434050748627699786370543596353651515116552136796102
1	0.00417037518199807638116646475364514444123325215097560695829956163607487378273597099777895686569493130094279115096762291435792195973173465206474364168455035	0.00126674891666578716278486348704534221389972118975192332917071681735029609143209214388802156301647175293223392998021267160734577613753019853985357598810208
2	-0.00088692214312976946482809475441861426822210024423139454654308997153217563097621061399258966817682642603461674339721076043988930836961455466918897983181385	-0.00028100058815869725115263526291758963483691409476175136516833522653019769207860297656959861740413613432896173933661460318482702193696770745961759198928152
3	0.00020649306809315650599794571021308435564063647155266513112988577944561405479215249594860326879276388394260694771347402612592791333305967823307769049673293	0.00007513790504969753444643344718785702138231927115283387344889285676762111400992715574858825033898555780898131135561843848344072919748683396487118337362184
4	-0.00003041550073043861863794749735914830787484918105544215247604634536920005891390688849575145457674440083764678347639151469288338729666206888206415098139896	-0.00001089190835210033958096337928932116820107701766896490957199188321671005010846904417482603279761681200496101959725635866558986435886200501249471695942706
5	5.5269438669163936051741113745190359215634491781610632505091067825724665774039679334447784753661415934555018108933250200604132386966205883223130119555e-6	2.82518053611222157860813646913286843136445150144902484923722050112097332393834173122256090365539021435813317835815482198216127289036891878446772999531e-6
6	-5.7446584070840277820042620572556991538221001237060273587671376676980227083147488570969916889612124910262589837649323650386601845046307920464346548198e-7	-3.8453514867551290060659842393305549319124439425346658134939520588545105357629906519618079352737180791258995581116160893502562481080550973105167177006e-7
