s	-1.1481381063109533149707149608194238363364858968464868584015687061176712982843290369894384329499529964861034769282966632560663123947450696201210736574885672	-2.2806491083779312247048273879332430632957009318082316413700477772752693431393010729228493074806627942112068740079112215894801193928566400890231632186444193
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.00004933695916484322539239282049545972483452611817898203619736855854528977694201127242581970690159474827523185031726832065541515863851519549085258320742423486	0.00011322093768953242374579628581082784554820347896938221931919780426875961789416948547288195225853197343089326665735869791033780159665318468173171624504458183
1	9.00435939485566293088887829697193867382445718559664385630467586723834191173595619473422150115045748159629916876263408740295748563315957280620422358457841e-6	-0.00001590430473949384722311409823254207671588907731417732847737373858019812815123659350138264734961916023524176256561984915776835383527642567286480076845678851
2	-2.80447076279334476053431209276159611376737873067234082756804075946871293956113116943661771928068757007214975023643513490310968467244282082992348502186319e-6	2.97426762289495416680727318680908982180027179547088174129982007319589812267816973735396171584301046642533424043299747954663133547789507309546683478049991e-6
3	7.7125614657014754797173138326987964346945245813918022911684036919351201190875744931488145615728287460069641544499433551807351345208649430215150555326002e-7	-6.0343115386879564631748995927683081115708376382982177706472344952996213251872627626945550732928329069126747848503252561689991903153082856331420621841605e-7
4	-1.6534171374664415225244068226690533789383180884388438102580488482691414763667219649863919591298150732026270847739140034364501016298295413135821160497641e-7	4.090499569986201551912492393103541357518796318121717893360446605780089818451006535605155656478541959783394513799859714143170133464898170060675566618493e-8
5	3.050471105477443315316662594322412237778326014299381135766189760561910613502681678637480285582803551475478108779724565519765210571220068429157473361291e-8	-5.879509546704849255236019687030900353216352440919530288868096236230045319962060041766224103854305739394671940519931380124061572203734156864370805253e-10
6	-4.6611588916250063131304607123220613843286826508182988374619809075642041554300021790036595686171706588240875100357099895984545778867794425443073546773e-9	-1.82689644211342721613105353306175197974811259804271918520878039632949332457975269188595033559788563756227225201973641284590804210886832773018489385899e-9
