s	-0.24229469213128629686512867029692371063807320301030956466317701402755685275547411241401747745026509401359971352331993158992797064302278023138126295149328719	0.41848413879635659364380219762388657554354598417775964472670086799734432764618322540583646824832014880803079495903034933213752715880605125711976106358246245
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	23.937073681431395019832131333521682222223932038542681584150852393973444945079503672281956474385992116585402780545769823475058001485762916990790483408666933	49.454334211654454178119046853901065812647815445017085716240679424886106226992726728153109311733508504861764315532680655877898944685518172905406833027674515
1	4.210360195567729973445774962102004148646263020015466136163550200862154063292506011290383591455935531644467473240725705598630118090753272651612103847553556	-6.893254532613591912202322578462842407063531126248625552035908952884607220532807836343310148030472127317788924682066706514450884630252364156755932989760956
2	-1.271662442392478207161342792540002988651891767473017735660803890675091688556925967926692823719530075504304240050173571965394839337083954935282053090698263	1.423458687903120097934113582784968303656222099396622237586984675948294178190885669296908626515137717864638953017941299214614571449199606536381588438257895
3	0.369244228205724147403041579041385799560218049799622001108698174179965032601798229381471630732741856574970196715671956926379260140174246659351409285194267	-0.321417671306518823678519239024817983395376159102775697608251645631172844374364806909984126799940650895376860335038900485822470844570733861423487363285565
4	-0.076157063304663025202831051109074965901640441434278745287800414653250616648742472243846814051913558288186850314770481305110882986915852953112235460601239	0.040298080324754434595956947589365282272367873871259645736856016635780369039929247144742934873755868491435208587801297343919150472661074585541866764024139
5	0.016956631744392442311608998485185325923563306902615564000599197664888050393541505640427236324963029100605950595647526305784497101261984485440003730909901	-0.006499351913228358598043135467650929768904594673580214105976055008045790616614313507404912032994469083959210056549393777440975932257276254508245945780837
6	-0.002743676275268618196250419997415358914464902583942770536394723971559178285228805057744676369381060765714372863351544794337824007871471745926088442290545	0.00081908539151708481815998978829456709950158519800588803213476844272786766987768615626239013717108659573648284557077806135285542312727926747621248588827
