s	-0.34560625236942032797837302261233662348680051141647695947658129670558983198372241836937216321162069664921541253604868106338251878629923404379210309105717882	-0.95060235475527657517265894621642160612804591341158734411763198397524604741753895477037413078849183066882877252341780483864571940890428489446051312834894940
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.6139129830445672348270591657001039888157876417205752369550541064517178910039950322725596138092578777996597013714321190151755094878803704223812769269583836	0.0187443922738370182835501220387062604481152105858012037929809089476476203167357029503065212742673818394311028565107238593141546223469735432576006756173582
1	-0.02458808108396957166197917965544513700978830464728085998872702828044472654297997299628755888333421522769417232136188713936343452289021964915251966018997969	0.01134789020490103411619664052736547195337817128675174834939503944708811358989871583807724006473068935811406312368746450056792691682161178182585548058249981
2	0.005567138723064708599385685608329209747935474120051011708985582629147462563061029313960107527966869694009049524913539980628911279168190174007517589011253	-0.00296776180808321866430876926985451583740228682388966375799954797576190401666904245413901674996107446353580484399260800634393248265372625661922132105597137
3	-0.00132941950576579771550017503990160039789842195668514244563771583334059634260985128067849972165306837082643101824119513876250137532821247182231189825634179	0.00086886507614688602246398395498623157064936534051422431480283670879884260121127828048533792993681975504732480258211082578968508582193178399963240375483877
4	0.00021054255070256136497622016882726947438368851099740399507523435700316375351974995089420516229762293780889544221162722914590185450549148913288301279129302	-0.00013696200551586861489355358802907146747150904196793464368074522047850088698930660189335352907426360107586845970186503033703989246438498259280129886085226
5	-0.00003864067592936659218462991272943713565161516943459986853040219443687970940589350224436623874506745591170372849278899624185601108712505943691455422381644	0.00003900083821149072862736872154829995241658604419651249830210340676957938161787470494649794547875603311533065218851463200284244694104307692934197805911605
6	3.74319902801083087871178226540843510153563200862455099720576200146186822137756214994802121170558840782773787698487483652249127597444586211583214194606e-6	-4.63285732951829661491600029184340957312771881733024136219221382804207286874350548637946228951903710625338225789775884423121387933647225273157727172256e-6
