s	-0.94184955213331584924271479911016852329502660480032377435566774796038245966556729890644197244344157799587322460688133171116577415436108109267762935202644139	2.2511182280519574305233526639481300430034119768329423570436116259875400655412952910457938949832513264289859611960073111763110395369125447744429582603419863
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.00011321513923340425550854607266848737414350576144277844597535966397999850533873493324051913218758310359718023211283274889899662466269340950138642035574308944	0.0000267684455657500602807605185997766684324501836282064422154895044842256611841858104394340582765909498483659626659829933376479252397003855896341880510675338
1	-9.14926895760143945079018041703694537489773554775715980935123235484261831039879708383368621278481757669958442868942743720724779734865710958927810321060896e-6	8.70015089230753805454277241584711770434371579252880372126611177414133395949294765165892880364108830063476916932629286278127200820311870955070403952663783e-6
2	1.60579401184069344181284969948187179725067849658104017360849137405825510101367494909081602409366488539555878135051020323871652361384807555826861445904782e-6	-2.23499756697601318406296259079159429576629781198185446801707964838441491711138221072673549988294396330314472296021720304594824492423028661788133896550658e-6
3	-3.063043205320927950774064532175837676432633556238543978724265727620343617246519599554860447698241493181654490562999880547696478647182427309882304294444e-7	5.6264380619585158571782659355894010855146455053425331327024482051902830581155184023018591249465001411386442682620129839650005747344498406807985924473518e-7
4	8.64865716199846351433899498679881931946394912173268545064671269591704918453212049522291796214103575638197774321420637623085757027910355762137903821786e-9	-9.93728441048602126127957025127161546423736210888140207292702312587634381728379472111978957220343823481066175790357244096132164004428730911026644786105e-8
5	2.0488915083322542454484643397877039241458147014085956711957711701652311649732673565222644802690498295833694577805671112931957650641653960142196081569e-9	1.647497646357468360166084638941174618352815332270653192742515972381428044112412863006617175875092970772046864024632308295660642149082697399265422110703e-8
6	-1.50947516600713812803408004517123619308324737331203978890313359772035096353691605421136754565080189884593276867014706130107694219468884139810643045871e-9	-2.11971207627925442364029167468690797120955961576804039247777251744512032609006847452950663736235098955873719011932213357240641910478262256449491580654e-9
