s	-0.65131734485332334136475365650758972225354026586328316485025677235933576751247881194668360175673473956119288642585700165027473582524546987489448653654512442	-1.58731653795412161864104135811345572483995601194328460031595124631835574873599661843723844549842530515096559386982502958277587987293751751581854605724352413
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.007712979072995939699904369173060298465728137839574754337276946357733578563791872389385652483539403774287907283764964072858428194802449548186969517417171881	0.00034913668895777626102588470465501671742963199694369001755666098155424028507746215361691251584490047084765963836097146084970488666392890483756029831138556
1	0.0003913325310056167603471858025533553945152405093597609100091685679795136606645731270438068885229770434568196350091398600336173668141065308683789792374098687	0.0003176661803448511832882325721444057765554207235607311453518861806137706734034107840464408812519305292454251794602288536953183742135046031139397341741021294
2	-0.0000787250329030795016423758196542515134705102207114091610707352723187681994968935621691156061185512321869905261043665700017708399248490503507498504479516159	-0.0000713035576680840290609675220976062326107181998075499470100774630213994298748229008188315072393963969763412978366577646122984947929174386552731784635178061
3	0.000017656596256659463154616622297408948259296120706866936628425826301392640335779363625007354216902727534474967735763944553050562707334164494430361508741141	0.0000163226767922420646609877204425205091120823337989040045911019492758856735904865163509203091644507261449304811797017944655705699855423802543768248976218357
4	-1.986807179502242302234889631014903536118847243435184597976481932768375642911252649604283066284730339931651393644133515735339655506980210369048589742853e-6	-2.5176186799764603875122663567540801733592393376334713784388262718522721244131870250579277020402456294478173831330611116781168637074153227081779346262033e-6
5	3.53768394970233844014780840332150588909785155830030669034850866722617311450301314721713919590945904593789992481486049552351002623422974619773539830401e-7	3.480440474495088527714659301821289836894167566291893952089779415138335125774805788915650624868655690363679215889749296130419319111539078955299048293881e-7
6	-1.21295152985300881931613963733365343064163545868552334272018188046756615754687622580346814991170173574338397131835639384309949597973392942037599858267e-8	-3.9281693404657514133801413025086137788915817218207569810725921996472808814179934419407533135178130872040220230187579756824083888825861734770901539521e-8
