s	-0.45004116962890175491926419421551889636751742511544446044610071371707497568693092360777230742700785808559723493624581949460625181519935302474219225020671567	1.15751651507240717633435825652277890651401623824530440280357053786592296907257325756113724592826353402008462959304218403143049523451893848499461787037515740
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.06638924034991559477819698598735368135128122489952367408842867126931625794105438383736592285010764532099122750442131221142793110521931345700983983166314798	-0.12260607773579807629389663719607597703391548312492213679474140808885485126586600216338239049393182149550758910288843145052438886905639014596796744356245878
1	-0.00224743251985095220714594124382519983817566045556869589726026504806544093033595014585071362454634772089531660297475602687893490827644897279061031765620803	0.00554523010161621697025791247337158447491144570277478308152935457084100245200899884279570081380062635349603871739407043568178171580886921094908973711050221
2	0.00057232484398708903181976459943104424842493591729888735954154991819724161559782696273743553811884782692416227501125979914811025194162970787546119815412764	-0.00120384247340295698648857407149989980904194347074719130834693873098872281180214206807244145903696337327915339187615989134506958927621713681664569345156445
3	-0.00016357487895989641236771622332365902126268160803408605155554098682059292440761059397252554036144934632953950180556803202648347964805874998645887659046574	0.00027502628345773902527961061733751834700476795510628808420860430801103348131522532172667817403552309117507416261562330040425111826525889248151909843540786
4	0.00002592318802863698301633970720417753292178464163320539700321588270474729238115947703586190210031210639444785153719793846359052873777476946156527869031116	-0.00004142896359857005758013146847261702526745327604867114415559393953926839422899537522262884556160499183223125385280739241215628836934985598608668816794525
5	-7.35682987751938393805157808583197519819694199180566943763524325474959903936184367262380762625568844607210545761658566208410474888529980102378851254397e-6	6.73065975795037197024694256761896215159025822577437153159566552722983388162015878036670653336043891446080737974459227245909468936376380754370337274205e-6
6	7.3485866446592147079844004326734604662099962105425546552727417755389831879927489549097470283595330072948449625218966053732973823421169455536608451268e-7	-5.6302938088654658048667533367848885091771379570530383031560015471536275959697509754103659220719360872307658021566522730735070091254817735127324156105e-7
