s	-0.24229469213128629686512867029692371063807320301030956466317701402755685275547411241401747745026509401359971352331993158992797064302278023138126295149328719	0.41848413879635659364380219762388657554354598417775964472670086799734432764618322540583646824832014880803079495903034933213752715880605125711976106358246245
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	21.698136892655542482506158874655449160437231722840536884969926255651300807646542808464901352498074263281925899486713427321822750864466143474343453974810109	17.369696166481934212445429659286782408661113103218322743244526315659283734539464629400913119297410829457547535180248355315031975147427563091185301233334921
1	-7.908712577530738475052983914431574400797111475589248039436399328163499009426765361539654952947446552697473044448283935764423936160975349312383569660805121	-11.629806645200329973934363138941383933058355718722133677840061704909167915967266050484107518601186431025494864021973369740359591612479709003852350333428525
2	-4.01207646926801724881823701451747640373906317504177252085706898003777498651921690626224766670512432714084219769756445635541804241022695183359045501086657	0.598557929855647298399855020646571586012594798274745350966648161976042070823455369902466439352460904454101714758693233656935316928941288584412582981211568
3	0.578200013707231076709957795477617955472921491942490339865229888590519860851860762966758693700383642754167182338658483499293315256683976231612056883181328	2.861720048937336887984924872462160389768972998785000162767966301998188127567832521577740551191448345162941532300876297624383274670287757124434798860728597
4	1.637388664071236182135335239572048942566419574646013878369134850226686130030269995213205906165974454429293396572013868962169576988325254597478348368879858	0.474038821102436876934586796093725849048336657254229894446649482206331711431428644377618557570487726882014922856861063047524732689215892327426115277226734
5	0.421998599736769826650987249161086525664979664236915679136044224817079385989558598656292019281047401641564477120363844972346482795199464538850466030498483	-0.872029939174029675577160491374257285508808075283146901309033651142602742763481829685396962434956581965192486660611624350564104083354810861162028672047725
6	-0.423292518010732749993548261534548457316241967737654932148530948005356999589595881654150777181972524013836576451449091366731048100553314834180492803718098	-0.408047591896865756142081343655778129230952111640679348309497247672616839975902561157671542400824300159388825403622366561273939834116596945767646855598285
