s	-0.29353407168379252023482602594522133570851009674757354996023086707193903124166139152183341796570775863040429091074310343732898046707069120547032656900552189	-0.155535695295733751493356959200627565939762228480981855737639730621797727023964868486347827004543630695243453662347795757473643897607986573572175127393336111
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	446.38134419938596705795537899746085023506953895470786674192340356308747820035348429722031220086921973843216731206326976720936953662010139824104448442708394	-132.10957520095478647353915354297708413193972673057827879137054435443942782243480474174362993884952788519483847838538938395498564004630749314018846415293253
1	-88.5465357750903741083540210738573238260072205548545759066917300480071702241088297292463906928811509327458476018580123721567970611110251031792865634994237	80.31990063119441665745392334248668596000827438331840624807662609375035768041852915298355477459557739790812145935957697497429831835942866676788692231896087
2	21.50266634112814178944093446817989299625207259910004450699402166505235734979937920259279190031136202698705789865762394009779619173992267888130939278241318	-28.96847747514457533122813787960359592380603230133151928962429895433147056768292128721215078722746091474837391125514198182847696613370933914109726754246172
3	-5.23790570163274879078276610132237839613221410304388137120973434586023298954956424941224098796580970505471861120220592945464628334356129219864588743599435	8.82465677283585831065556425612753625062892488828451985303009474453158948212989863906431361233994180232338513291195648642870896957960681145186480596255773
4	0.89944523808200019849117300228271487671738932102425986636809221681256704309989585054709352875477236630286765714824623123119891416089481140099448644333444	-2.14601096528020828663457841102622840350954371387780550515549712462690296762346028911655416553794229230555449961898162838637753510687859375591533382354718
5	-0.15327639955649989908085778032797694270461566796307816207552537263411167763478911677095054498366566654305713274914634411043707074032551295262305670320085	0.45146962246074414130148583579122509525459347481517366186923272309760547406844821619111600921957244972563358298639849540942701153373455378026550999074004
6	0.02924602837637823045041002850217483604483599840911842681158081151033740064733958016136391163318507923509414267621181765318408952862286438744750722242922	-0.08149479127339790787384624769627968684103836954145580985310680087252975048372656033421154087264820404046995170802580625601127121339874805424588134035559
