s	-0.178341749526318441366145241548558189539754186019119531536489375188608825813252995162459363759358444990187462879502119841117900138765205265852038568477205437	-0.74798481056279725284067274266871073242045125721423222614728344703017673050527322922571255724725178361820680579554995153095313158425471066910593404218861060
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	1.9059995787019488775432834146278276105058312298514662749849363540144458707316861086251038188943936717136435215741760829718844877006638960100648810508513588	-0.6202445261325610689204383699668366394285972856926405647797453507490756564864087966666598456694525531033314517048383942509967859511301842947545243989657439
1	0.0512287173462519122752426677547983940059826779464516832049948188908020924686839472057840993477201975486940816343623505836703483132080408665853169254760452	0.24018527407129783001421107048330345632940324082177855470110389071321224838355927638277840932882624948231412198809356113273067488293395489426999923520715406
2	0.0002973668892279217602031230514300763613692880589180113073571587556250628565812253357973066685254686134429750084424950440313016870588756227895731254123132	0.05636215351960365302585416164076521800656615784554252552131476165195348584826131871374642056999694804785907674216367066839710078662573963369043072597866458
3	-0.0025739816472325054942265688055743552053206218805433874112537516863727250609224538684445516498672355450871501244062802482388685094504540455510241822570313	0.01240803176991562455624074030400381775952670558913843173535535506328869843631228370787466663335547587155010232116381071798327259107962204249918289888052813
4	-0.0015321781361089581368000850770779793376889644831050629632461830503666902735261311237310111736579594780652461811253270894171096521899529461529482384038248	0.00112852007475643574953283663089647636192071849981847879210677056668295600941962340615083365861407366290227845153270881755583597965282825725454197192009553
5	-0.0003492089078921051363877999705561561751552493354184700940347265702045741085420162606249104973794666028092551739776257938468936936793278234250443491549505	0.00006985247381663773134774235538982253823917205502343276095348063131066057903342208762598091472315282947221107912417189836752698994069009390295456510383217
6	-0.0000639683143700056626889676221601356790711307862902191026175098518404051390616452726421685728269478068068165972950618563280050271872756500006826471575455	-0.00002351198002799840585211249316281220171183010971263972145714617733102432726119561512574164802824348273704773880754305804830696034711703184766935083460504
