s	-0.54804671517599003043498562532244699120339331902211636656942231234783646078261155513641178614047844383128680269462493459442928575515683670337280669276747165	0.69331663552649906862466871289549570815622830764352703814166307189894724664465427659341769999474733547179745483522646706529397973838208907718622699122812834
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.2214425777243215922875441336068921931777795765427577842967854619115215177275028997062807378215170754976937632243253008995401478177019808516173921298518871	-2.8039044024699204289019926844853401995889966354204079660722029605759598419009139441764595280193627863199596060458752539336382912024607560942568607896185477
1	-0.1841227008193439771840839923975090090218577379732788833221205801765011604457913679199873340444592522813814692977076517066843184767933917366049159107232518	1.4983449253721081846156169017592982610177358203592208000862972990538904622953169860730553555086414095513390874368687844256408503034398257589301435823502377
2	0.302603278681435896464746878590184198328570535470376787213520319692538879808325036141927611404539018084254585100228342951698804434331224869394205462914516	-0.2867984823411240047479181551507017716518300193019536228649638819803343388342460150218526926821739492116836210770427911363335060151670316719529713728850142
3	-0.0541103816078092138822610283477433951195112043321503318419383587887256941147242213471807477278937621480661152960616692913719510132771584005715061658055241	0.0271795956449570724874380401070286097793903897586383567778585792596239260548220107192695009495480053338081500162957017536621981387026319945154739890756893
4	0.0062336979980966497658376913687912631981336798875143519983961568088700892358562527146419680431871845727626983381947270184257602035788793916965684681741685	-0.0055289478139949322326550476525984381414390731874243205325878725590258217674091107368179237869117228395793091407608257483300656946895089141558029043305261
5	-0.0004045698076358223487074735039295207068618416453886507617914198056654136480389398659786644374121388989862282091392614628726323443373300229652524090474948	0.0013359903520570384599832884019499115970829456911436292324660934792994907061323501950401978343034479777576615176733572808808036482985535796382784751336881
6	-0.0000953021002928495073232535225751943748658340656832644858498757833571676998658187605936603260343141407809164317146153876125998328545835893010231527690478	-0.0002600279653418396310768022013268240653129319743744932924063027187055246465706219331249435717072121944881226046554885732677440460556666798119050256201733
