s	-0.178341749526318441366145241548558189539754186019119531536489375188608825813252995162459363759358444990187462879502119841117900138765205265852038568477205437	-0.74798481056279725284067274266871073242045125721423222614728344703017673050527322922571255724725178361820680579554995153095313158425471066910593404218861060
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.9389569845755506605893154074088728692986329543302696803487245382352826629700615859595412387908772443104347797718808689981850031312680452535703717881540303	-1.9739605565643742020158910875666507009265320516785035473382917685629444961592130790459009297450848675311488852978869103652602739888597447334557335873947556
1	0.5323008979695589934303282506246115402259338365861576492344521573263342775112338160619301167071588037730494370210600760206694531306536855849879600459600141	0.4805807891432137599451427488838384068828998001471468824669471171626998274086446508394935838335387686075120269802955952560595417976458407310062613967741203
2	-0.1108043017061542549773881912810126541508503416984094666387527806885855553618106790238665420862858082055484280831284179200211351510184428707901696255183021	0.0038359646952598837493997902645347566550159888112756598961868588695252749167657492674154629430018439027783440201576039249287304721221311801868961279493536
3	0.0142288137526040267878932986381500015059012679487954241154604776919179127672126681237000773775450817757667812553075671351880244788981228591448378616411495	-0.0028162358916717352284066369951765199920477019169994450872243203874293123822691577768631044492013638714008092883651949541559196033475958969614220513055831
4	-0.0021179929582623969654456353790536350354108276503827700311543382627337253101983920546627326654409760165568181965672052276150522030516789802007046260436101	-0.0000504829029811273279366854306806209086505212779968897515894504277946563203945904627590180029169252417598977915020842762064857123147757422097993699125105
5	0.0003689175690649936159011210877708257385385344139012600347283532223764777593951369232174675436836140382111719916710563079531614063149987637735384701565012	0.00016497305298332480858185485495988655834617599117991897521660164268969606206118836110212422194603194471705856707719978953727451924333834915120083045239
6	-0.0000549415561396734029277738994683440238523751392877341789828904736829518778437653858220769124017179043011103248561382585090704442724994766038418578425462	-0.0000636115038858872623711612999359162287976252559839960784628703369721361425946523636452229602988173934640926219429959188442685450990609469598550545726142
