s	-0.54804671517599003043498562532244699120339331902211636656942231234783646078261155513641178614047844383128680269462493459442928575515683670337280669276747165	0.69331663552649906862466871289549570815622830764352703814166307189894724664465427659341769999474733547179745483522646706529397973838208907718622699122812834
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.9658680925040669727584904888049864149681633448812883604750211544963048380214693652685210904877138126676219923653715870341958137793189770434794162482275124	-0.1109451821760512140807302902572475791186422679411443923300978438583395449777237217045124715927284736841184611929375736110194836383578282190383210081727751
1	0.3845704661734621827423197048659642580100783864963525421488842566180884561762139475867199895247723081605452647219279654035866990877928779315164108778746603	0.1009187210855792501687736101918689433826014372525140689882848801349803014882606001049078746611346717792979162803183851606747029326921569521919980321457305
2	0.1045385446622677436128985190955610580093605375111040184687703067465540432807356560219373547821527636404300076479498581282224678534631210162352511247544348	-0.0212695067347787854227119212369250190189999148366746920979569476452517184891567231998182408124540720949587011635026545793159795263447774902389565759242828
3	0.0248880268430962302614738628368447764816858339554539992337223675115640188705864250245438790008758176886411840175614968073099937341807464390005694612906543	-0.015479931472579488736557074436007219082620737550470588811402670343545847466885632101351973500857093926641038942843652569918854855527861776701940133930073
4	0.0030634675694871237333683022243479331682632892661250917368163594807416063357095355465533386123065259483883781155081745767073429477049327987838705966703083	-0.0067751933247499355449280761455073571710853562014890076369371047156278497823498196238443169644202342093127511490238323537843514044987339461970170299731798
5	0.0001448418271175395267280372351769825555071987545213607474620290685826243548476470157146708236438054138043216614492078249812351426307454759959765557458958	-0.0015760191016571362903476179950683175237831969020377197868749297430628967183788505137083462549416834602150398071878148368615661468776539463893210521355318
6	-0.000093235761773602784222067917545622580744484700536371379586572690053708431899735087690708010763877888292407591886266994517982375428079611702402900392165	-0.0003028516872942765737604397931519520016642022368698192278589324973947074536960920689403243098372984966101448391279691654835604918814659375074946139536908
