s	-0.95610766016283852266100596581413505085220852317440481120236565466061078763930158158602362179281557012179474023795852831638777268596158742706254173908057319	-0.60300507793050448103711008513100587258047848062683162575288437907522663907304435223610228020224716227607318865109547498624385536143715296765760320234942360
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.4129268030916281197830818520774228111497961287337130274136810387830225793967415631852025810836191977302051655091485020472369435739874097634858577607285341	-0.31972326132084536457676763688959758007709263179429371832250703336274914804168836698598438629596893444821498103161930549158550001802478866404025761574073953
1	0.50979137493837210380682444856241630642449546326486255438995483978222359983729667337533147374418560816268024601952497880253763938016016923564003236994190794	0.13677836799221127807873679786756635969430231587352894202430997784929676144350705546237330722399873136329501826775091832713676248769196806438326196775437686
2	0.19534209486755969590441882167523245543280919537192251951131777543377367264936646983016592461356183320324614434010859201103309766032056987489050452463545401	0.01082819752649139661620715389327168124784073206010605587015678886825615195034660640901058760761745985561459503142817580907884610444722098431015477494624024
3	0.06580630221446895576210552199253444471534175430841092917701452420715471711159188831257575994045968521036717751186732611189385902081643773034978374757053132	0.00586823040944216997970990831034751103532183678498293707379327469983817542633174956798890977944112901768942304650754294295441366173589826855241072257893488
4	0.01755300711399890228626697892369623286435707789349763598892627920882626043477887110393744614275182436958475460716549400809389100558678700832989022082584149	0.00320833821848791496421694759273479938265339071199517079555457359709323974059773208481986885047612190911615854096950318597237880501860280930593084333918404
5	0.00411902457298980600449618219914308644441626679311009976172578587513964102506531340848224318077268983893094666283534069004061989668872435356694091700795744	0.00210824675779716028988210885395730412012331337371073581882667586749819297848630043960931947128366364090967511729544393555770913194052960185301544237834155
6	0.00079633136348908168223256745031237194334442412367310346633327435331746539367708208973356325862396501035138026329191309523756740889914269798358425795584728	0.00077927577790329304797093828175951831518889253004480045532804778364163168306830364274481584818271717796689140110601004277212648268809478682322672706611225
