s	-0.95610766016283852266100596581413505085220852317440481120236565466061078763930158158602362179281557012179474023795852831638777268596158742706254173908057319	-0.60300507793050448103711008513100587258047848062683162575288437907522663907304435223610228020224716227607318865109547498624385536143715296765760320234942360
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-1.6962563577797719941200345639226940202583325414127339798969029444158685937220072344325185811573989564956555197743744887717289955388945599469278900926243781	-5.5183635714713737200255849137983417936332358290279765083978992059940762011826580469207883774854378845228827440807437048127006759203921172545445879203660722
1	0.9027269098814684069727675236946966917368515579338047871642237305181777342215101286921192053164420840497303961008792370675443341962701589926794402384597533	3.3381243839608188117263415579239677554217474070539285394252587759886200205604749841695504351753440294956254462046383324214150981513929958783351775190442278
2	-0.3231723848038706590235456011088943996069751355134430081654258324089467805552716040233270236874183543158839137183015661325919635912717663408413704464479344	-1.0302812575167867210625829350155793883317442698523026012782870482308697669597794761098290246989940415651063821517258108527215463527238739046447321085825196
3	0.1205389040853349235031422832220540454638148239062764708220802641104362795479795680794775649543829835123433374826382748609827207602808738689327692605985612	0.1824893347580926161473973313549410606461684163774750730598593920746766034986695372447927407820293108380227634243090168897165195442883509007842483077468684
4	-0.0112599832973672368202838863290252651214952229165494603436971350206242920323733233470602408803255104106099254630039410313361649888313455146071073323979628	-0.0243634576984714471399965142032855618034222805317400818654515198115905539387233730679643312589172286380766563640491344384173994016161965032463057773477568
5	-0.000821915952084893711240000906051251367606122684410253070899821465180919504879549819270644159538815091395145031439158399908183135900296606180523291327288	0.0035424669334797360669734109425811228556163690722918337233207681057843573952483063038398170194309374326509574768668963324193234164307366929024671158792873
6	0.0005521948211625355815230092339671618583549614942118891243833851778529565305086386789990888498095646459935306969055285051285212387448905460794386923993478	-0.0002827961161367047545322893709627596735769270915654815830232029837339318503944431099189715696016452778802618230477047518703043306267799151057795491949547
