s	-0.956553967702702494800809871854033775090423212272248730206079383873755574291150914565428045366853785197509409255124779563482318108951332962258916550447323	-0.602106909606690245693975756417787531643523120570334638034134566019437642989168033354413314524352336350201613944496355073935493733257234218939719221101898
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	-0.11819109110155436304257057849588265477461127236081352957630369869043172907037781903770300122538062420491005414479298776250504014449801973682292439519415	-0.83223260071179040018385511598489546497065132909564163730013698289413503868709523465677024086578052254808081123875887941541908628909872200881983771731214
1	0.4564476137325481318562931963000094767942096817062360261267116130787167526437406020496814951300889229655516676397271873535937138755331425418365755712473	0.33030113075468655416870081877640387921046717355950222214771765134813872901627904402384024315467519939581379781279531756270230647515065703527917146174537
2	0.2965368621494268707898748074180142048189082303475910885184721574108911338244550711283957396581068633019013018418508447086588662374706519218335192107996	0.09030701755308206710307175783165996045585370080356466633508344942997345448984175220434973143238395289076743489221128117335580747147648861032789151499068
3	0.16548805010665017411859613343831873354865736529056913395301025350557418334292499850170494881144749018489996648483790495675807142561988837108742786833974	-0.00341201928645258428697865700413046591639493925599676515878605204259302667217640354958315275709645210301491775306051363615657526820716351297789930606739
4	0.082082951282831272249252786722677930185569689986493282877325437414363413853462426829131867781466693022924592019585207928492070386744302041718188476322094	-0.01185294207633981655359012731132819417056187811968616113821910942859163804696769482129919583591860756203478345655935628640241412518651386710189108299136
5	0.036888166946604608593416591534640427611890492508710745817996105401750662591789683276499096329794399722128256293218923316438285655816800212352956659240163	-0.00037211976664625099441997436002768939137154401315354286974046022919057337954575021066918776655048029375982426370507363652459000504181968485296795946731
6	0.01473375652534275614654314849356376503910945408249579913476933851441614123443813461256875472061331241384313987201608538540235734025666132450676726077682	0.00426643607231932829673294679163863100357559497383993477363712093979826050948872762799689256414087757771710706524927900897224581452757466371682827163677
