s	-0.1779246313778713965225642068916022658518718681630562999566538272771905842073445616842760690917426065789287779858473349238877969589273281219134926123244818	-0.747343368836083671610521316564283661601478087101324856635635032445263536517996168699936439035122476376078405655692005080909891869570831668507885862701550
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	1.74736295098915005579794896217500483844325616104023821044346803316308084157733569345083684784371290737356369183991968141469119087634569231832678817214346	-1.03366138056471701169311962155499148267563171673255765902667197871815328006961971994012212479529882426882368048831150434196730543716184290617801131647762
1	0.1039396110679888802081088288158087193985574850137172826357480133574858249715387761376841992737196166020597910626659571370315385816328349511594461572789	0.30212472902020194416849888788784074543982654226842845886682981036905540655138202776989024372825870872879452790637298604724490660520283175247290032992816
2	0.03346522503406299016317258775104263306699999269526332549795950696037050612606880176816370797764308821092185066771393110926093105481278458395044630655816	0.14709518579667455465007864117425399589684364871463043583702102956834673045003477046615061492013167107212776677878284286448279498642469054809999855787712
3	0.00059222835143596650480994858875773188749412433483863565620719698517974375729859242529740459263103689181133808699521827602636406266935004203056523874164	0.05238102014937953671210159978913970670403813457655926156733021776776070162328574799082667045033159657175429353983581863189440495293423967161716741592388
4	-0.0060631212923957396933853754066330849924836644904098572841839989110541939878545509326319212007675204069031012132363729044914196868596373445924561063915	0.01315160608043774212825018553230096997691749224486912118888899944510315034406307472353173656766506398296319431777066542943389559439697589332155801298842
5	-0.00371922245678539738075094570780832670082339089495801203233848587610029513438281553179443403957617846334540435910872127424527889893193749599295216471398	0.00226380483309120430319741553573693233771142078466063357793772892984545972310073673429640465410416768139888053501374398194841800454469681616717674757735
6	-0.00143185523781528228984497377260781538616474359822377400511053928542925787235837464999254172443059549945360777670517566530777085204340238071585066203477	0.00004854106742290818748834284781036560071808386316832947677709967838752782427093846969635722317035624841740326763512310796785136928447406151099171424099
