s	-0.547829750582440786311160430437078954884757931825389587003067136502180982257194496034342751843143777484697883088068858819203903085650855708902356920528498	-0.693421993758304090359785662299921812312329027324018745301157724572752481863207118004311878646372825064992599655773790912211854882363165255053040471247718
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.03135445945221872784460999281275153558069403861771579957632433481033489809934845810089358363995241661875794570612069888427789859478076313701659816777714	2.79266955485891632827649001521289452975602539560548635591176815086053447954968819652156669895062613375239962841934470295462017397925028472477693061982284
1	-0.232235617742655563346873002068563915214620348818067910612968553918371764278789905044853757470128630842068564167269789970721555025017921359137215556233794	-1.23173162219506349153170195828564278126969017502492332831465943427577563381550101103609721059877834588940644935890442028768356944103299109321321645648489
2	0.238779029838685251870343631845876841091171780065017723605749850518766997730140260468646758456224889031513398899366053719982464821330668026115355683072851	0.40702082480868100131315800737905621016658237647755327454430066084043771812227335293621385248821001081924252218637786022126576168818049151142132931866418
3	-0.107408785176136620048184992896067583513496756399899798316859268663411180751258620744948768951947637871491288187314474771647173829986313627521971417671867	-0.12826131060160557726842568540847564570755871879953609097319965677618608581843746662104160052638790502032970764332736213938341641808314212966781760439796
4	0.040358068966483671607705503031753805909161321050544821976956879927361922877371999415967690129319391275624330795325273547259262205508535063878258604761959	0.03510641168230615633022673899350132879953767189328949431283775763418582870545839115353043333532212989935790425556372404990165288391935058466175224243378
5	-0.012303446041246468673158765219474299487735399524721816187747449810079170182762913122302616143950017107226472059691712192121824760301470944710204961464853	-0.00993744988003423027797823191726308361792099894794132279188065489526693045409080187949308198278136882192130560448760124198349334182576444463939821968331
6	0.003375374418755628494781490916891935694761915080921966494114295811922649199973883029653252970420749395640858042673296602468653061024678583082731849244964	0.00297073751452254345964374510974058030868406275403252436221093685139476060365394993383283524004308487050516239166713913266692425922098119034658269358141
