s	-0.547829750582440786311160430437078954884757931825389587003067136502180982257194496034342751843143777484697883088068858819203903085650855708902356920528498	-0.693421993758304090359785662299921812312329027324018745301157724572752481863207118004311878646372825064992599655773790912211854882363165255053040471247718
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.41533349539723783370991147581298354054825633864505673045155163181602828707624636131611284230108756345661598395876750820949387028387854470449514000639654	0.54399232639003154841730875205678299215858955809386759306652268436208701786362764827504147889167931064763451412242758646801950759076344878222941169730185
1	0.421062530602248616986861025704792502546070661433726780628368091200462758036723843237209268066596868256686246145030315249451462725865843144301461682688123	-0.268939564164398193737003780371149703580628140425451279334229492066444195874083628186200925047087563397538281344605394733384949127533441301845306218702198
2	0.232409036962996311068804850536713181844328619112363055243870774330691865918635149843975059668134715924894513147424437191475233652938206322802136597453176	-0.07088818534993411365453211603775944487698212718253924055702429085717141522326731361211361790597803178148454295157816866844577140890180981382153190527714
3	0.098991177931288643869777739946764287738485937842341729537038495197329594448331055977088165514198571004421374562136080384098879138666747671075537658927513	0.015911747813941120923236991426513287598292266549597371370279278337106924736740213240998442712589297059104714414968628902966059093009215896599659124030439
4	0.032349056708689073219338193407088229504395519194973393869496436173950433962408664729373766596855861761256910791436702339326293320161721374677866240723855	0.027635103811610337200009213832371811064811182313258200254747715070661893291227187891025039005785009028102611833032615336654790650023329555232784150059691
5	0.00777003936766045153828209546186403080744590551335440332218456524410787039343520767512487143585452709185066601806356874665791207698845014338624876778143	0.015685661924285956915965551020820711510679566714478401028476856268757765229160120951116748940221966371275450863523922406457512333919617613793729056471835
6	0.000755955951879240404388511141098106358422388842398274227856958250041227470049315900498049751233018640293778644392741113689656132705365232932018192622317	0.006213241312547283035148874680530606444520389005912515629988769617602417434935228614413181774651293885397243487131896292221530636174798467127613160899173
