s	-0.36968030326643350118119202668871191503395483721291203541587415549202269846543426990900872577479387940569433168204117768143523711030994782366611278482145766	0.97158435830821766737217844802582117398220649536885648710443500887321779880674742063259649829484009851187214559058970009532711920626263415450536601406049576
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.51613347521274589815627850421818190485635362495260723347956129258828500683237821397343662982987500847574883303631307198307660133664319423042858056021916306	-0.12887927729240713667745224779615011305903204619630187633314006687520016033407919508639061788381610784215544087115721819673429107406322067594238575382903747
1	-0.02432497425682955314396299942546656415043538706252262420615948730621290551911037728344962557850819090375260536744814984924990519228625216605217567245937008	-0.00321002488805970680058277922077744506174702774060246010430691992913099406809573236322480190405079244157642961562595599232887910476096826029509968573162674
2	0.00557486889027010446047639187350211242989170760653811317559812965084334840555167344464069603174013185830256061287388942298013991355089134818764801015690215	0.00109946240959117270686152901285363871356312951475910601204808558981721594281759912903347477981239898206360799126566779547099100605264830579227557989117011
3	-0.00136850862060052275365366781790462761636600455540088184920739680993068705577223104492949116353293608152799277441431944743701358239526013904450364918237965	-0.00039970620696416805032631666691025085138099231131004097490132299404624480197948563913053354214092716640234456933632169307754891468569966691564340451401537
4	0.00021763402744962097146322674494879810470154684649543715532262166372744563442267060485847619288230073046768934060430731283552714734517331242939055158084833	0.00006656130136697489828873487456912068886426661475690071546833171263232567683133744714216440798577338033921359882087212520621880035981254135259120711925921
5	-0.00004331445527965706134247716550743505135694286602221831399163550672070985448984511074376426338331956690114159463320599799589974218128866067864717443730523	-0.00002314984844983558705244727371846249637643652084565085791739986192354511167522799016344577707055461354671668188255120398785005123796986844315641578625461
6	4.56995626993778261861987431180664484213617494032189969999607326223509759350676285092167419566789409673005064951039496452256209278823261433295422270425e-6	3.2636926474362342546253376991185292361279883863700817598037396476070879465634735327621004650790912472140839240771295336725085615967013089669425227958e-6
