s	-1.00218690053321347967793305036787822496011235178783272456690641980330220905452950136853852559606158771757263600340655277265496120642403503322087260539618810	-2.30801453755513840469601380837764269046105385858921731762251709212649624189827871257556337658414974166429061877145324915935046481436404647943836392491043802
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.00008322994450390530466848630191307424970621341512845220758237452187673581062350669533596398056625689444968471098872689515824400588353788807329891107694860408	0.000021423588592196487023421398736781243555220527734956378692634590489912049907959433237592999016427135152014338892516848296193688436158634711254020847731297775
1	-3.302939842808421101059067895325212503068998528841055980260538342934871808718444391946588780184268971498050040173413990527096151135923525297238519303295969e-6	-9.659586705758988869661568721902734345326479346741919936466683293260797928072222515286331258373996534718316213703217743786452706165787690301923159227084574e-6
2	2.75963375094034379295937779136107459815923594277778137340349082605914562137970535273963256670565430323118650626265949852802834172522660676659119378473686e-7	2.221450778031742882401404302638897442726371507185353558755537862686743351782948139039147872999312839425505924377073105344349652440828288633534384897414145e-6
3	6.385878294881826853070877701359709932515849024841588281701433138768450294128375309522863475636897231387898236236232058896950591328567120891568532572832e-9	-5.24977181618926847631285151192922845552907968584587837206095579440089459409457244251659592270335427207302338652720158879628836442284551763945256108333272e-7
4	-3.5865442703044436143763844975565883753039216902900373266639928748799580752348577748882765883637522055889091476029337540997716636312418848347223623081952e-8	7.6638543533901626559542215440804063459123683955140480005992187810579470738757282834923380880164140890668616334624992005613062019104369694323253099350526e-8
5	8.862721593496590456477626991912707477892621487179504676658802717054907007413571252165097279066568439427702432089903134556157805264723390074241061342574e-9	-1.1403937328134520885460799950223141633788169206437133473859108759409252750465743519093197328724445406759473616184574314352395623024016680775245886156791e-8
6	-2.091630766482339922919882376352223072338748264035229076605584929070958355918207814578245605229844134355689500253814241740913505524455083957582991950945e-9	9.93766311699248833658403802779720418297801199552975636656337434749852872472194473454514337261494992421869356989269211409001894746884209842543989052366e-10
