s	-0.79774760368265349017223752682684663597488547622683351004904521739301891613325057824884876222906029239401773074890387624715561713414318240274399017456730258	1.85164885509923966245105227915758127173366308149620792631489659467985835345723966394033776139347228377987279782312381996476462820956605637726252091843195842
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.16357372155151181652251418763948297665825929053942943626766302567880505232592933481441451445523090847661973600526214037362916753774413249390840959530711931	0.09805447057346478060629929347662793548734368953257758032316664623159902239076134247574022040881687554390979430445332321668438692000671365971399603283686791
1	0.16403885102251462230709615693159501303793331624169243835279917913496739485262785431330814649602571121222767296945537656717941179185233467994756444244085596	0.09170908696792309550524132160391830211337316107974877051404491414756291257922662044389645906442061872743060314380842984937967415925478086334157802279103174
2	0.16327717010150957451891510140739609411933700926093539344733122512843209297895001219729374581094726093897068950936950910514685674247206168435784317978869153	0.07662750118557744167914610189433699112918094100498898436433092453926877943949139642683594778454692911872650765197780725754310788004465703252374702062252918
3	0.15979392800371467520267523060332972815270650115687423665605710643665405287131579418224939507429218635730363383403378640465651919284376237855700236217417952	0.052770760638342514271269425773871086536662785246206915774174454525037444967706130151425484974636712014538243518003337333921409442611449233921743507356088
4	0.15115027179939345758648741208394891543979405083758213905839967987644164035458756334059245797888657440314708205989774986697990854106513335909313793033100613	0.02280173461921774337063967351350605494199967869815085170160921233608982291420138808459976816024000773159010976944745727118957427909849411303331357461171008
5	0.13513523295801980474505095192665343592062656822429846596766615847278877394964958160175395997158100901950389806048993575536614315204666425968227027845959246	-0.00933915119906311672614532430325647826373714937831583674102915846840112902198145940627552505811448777050192819414366563521956674878381813313867945558083798
6	0.11074539694824609143181843642112521817801441088564480839925751501708284239756448166046002696205243222275002692961953614303914001835062641613990999712282496	-0.03878923274386711885677447897026459704007983502206896118788483475166703863269640927839437507879274441611147627058109561440163982667511580317008731965568802
