s	-0.251155599754418525251941397189472317192584387898858345477250305496160565379515669549481008310221223088277582735623892591262433057562686181349054536624590124	-0.43314297044900777891068773981627527372138626663349903945977787551041269205526525922450944910292821062363203735025805165495308195491124790471563126243104186
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	24.131852213904953896420318201384525888260686896246172603516177740719051701005014458550874139144894221217964597134989746416396570413831431255978626973840009	-40.784553876416455416604686922523040095852475205850607725905442191477640503651198002495717298656666979097538549639841224172955678030886311559595783892626348
1	3.03561821665276504963047970309339291461796599520757031364006459668915088432347640886032708627427617378391217159456098553394982370327918063634215861985604	6.262062945456338208048847029755285541874441212317605477802256969260439640357260666001353741855402392303787805189379546677370942990168349660339658449155742
2	-0.96773178684131243073167217667154868670478573525928208845586853926117976115859535485064811910896353332003543854537228412107855356117225609655661783511142	-1.323103562470387046244274542532124369772426672171367429838160475538606898601174160011666092287387961769432550741154801906884501693176934133465819344989036
3	0.287858167379928315862172645602151735892042409668736719204898852959897949941617053311587342559249904457464121750315403414147718853693056083203507787997612	0.306378846326877284819326578300282551529782301359248033220795246353825703680316361294488387970326188345683200569811278027477918940866956278815383910416787
4	-0.061474228754770222463500261071037754806992641759717761859118680208440546646770085449643964568069845103986632010748732235251869709445847094123290306684727	-0.04135874766444008810698525366808667072538277920501384591088330535487897322601012363540975282198551489465524181864342308553044016822961550873985258882411
5	0.013801757431892927397336214901278036368713057995135176915950863765594719577539610730720150431835964854172636126815058300468490597343626100103299260762409	0.007190070632059218078256210510627835371724601975727545492663793730048970081303362873791229377670879592808678408908499003150550430216475672536903151311157
6	-0.002291700131326134644258814883101216256061867046540358442867052401499245218244442486542856734960274896613887619389757270494610955386396378073281196033698	-0.00097121658995057384806747460607422362516833028136048581750543183742659196993140689606463161206800925446822101770289529860292435826390847571967641172877
