s	-0.90050163849871001666357993777379042333187300836206882612165532181647198559624132193499032332435889791237080991855087807819464805426331318988994161862448470	-2.07917723856104583099936007222817645445853108291963808777167398134062847361813417261585674072671622895256987763572145163958917553681818604490138889633494545
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.00025175135869796561012645494177506318708278790114970822796382299471736009086084171548200857918363021799748277325787938567456505337594704507945538816052525513	-0.00024502061329156895455369115439316396039900408736547000163737467452542729900635908131775556105368697956821651114521324488681789783569885798596197401888141073
1	-0.00003577319963812463107112042601085127404844914674162856041984027337254470873100226223218386181206149177212283163274232762272143578253264042943018196614998804	-6.00470734780426594781624153739361313491668764383483198544693676800973326763926314646778926169322062810774995111590133774002546896490549986303536840835036e-6
2	7.38462653521119371712779363858803797739232586211016080314086826265433776398199835873194828726044431931376456897889993314134778266583624839329145622034094e-6	2.55886056384714540169320734055172722338461410550586258459134246408370796926970619513892418070392438782571086902651215894589705781878465785140953543942983e-6
3	-1.63736200542907121067147183744328689274081266373711064203361768023843544584044538111397558931518417125258565472870088730951605081736983974929961102360408e-6	-7.6846058625937837041648610445650466300998049450782887010808091160896293199875199857405776066169249218936387942007585502099650420290973553774048516169317e-7
4	1.8714427325760366754826419193193681485567126095182540599123215240904301736080509204612927939765151926192966790467934000616238308651484283894338998417957e-7	1.9774045188660941633437589170207647224597272140788091895278820885471387935657582572709561041804268046205969047971885923068025134398368816742736519208267e-7
5	-2.486235061600173531574695742374489890873786324145726486225586711767247815511743549707757991239357455144643787163378399475505326049713293926447153924107e-8	-3.679827319284728609974387296666542185755616905948610944935439257524539696938730353609471312554159439947067516649411207816675956110352349812586085936788e-8
6	5.7288605286277422108451328366478105729608873129820774476667365195394327749937709680537818147367040430489639749332246735280376726010734844821381501356e-10	6.38898935402365203416609714793462320077929965415452315723300915517513759618523069925782167382367470953050038854708581698676127301688299716266294008572e-9
