s	-0.58801233459500310947949600201737942196639978059092993013238364113041542636467947319277097931297444597319650276133979376995835121301788549956921365380597520	1.40296064781598375056510712652031271921980638763463817629966138455112259330518937584554890002032444911846359493420151979202226430537330169611322933242695563
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.18971856119985662623232732568463858159261204658586969248283705841159260253518491569062815808697040105167015878205069961808593413300621118455647902212230826	0.09709426851244273400318794482985416339777272265611013485684515112742102925816207714151814427290340830793655955957704915912722554947548780933206859372536222
1	0.20328506618664670305220212126370444577155593209817350696645346192312294897005395748000203049079332091973897776002008497305899796639780926836174515904478008	0.1052501012293824286319464297853564539292756583717037017629774113525218725329773941747427538469193923214571463032165891804927331892711977742854990037632237
2	0.19480118716060506995707445021087212889398638745875314604312314680742287063796233119921201636970765927048930999166479627364757754652125156556352240562171162	0.07922083516400820143712982202923752057380243038354147316478010783069071924564025166599699016449680813110694077900593032694847047896748396314045565177364459
3	0.18176368104244296550363512689598273841113967739174034755365941375263091189804187873053520424170242046000814101805311860067919052005034076240949904543260797	0.04155191792338116303137722349179886362057466893684152118132459794756725887595524663236383607798402301622719903947594995158766530516177443966931990846403604
4	0.16039434312383544138675700871590034398425823310652041409156833606986969984640258078935199704494078832613226217372676776192858134374042016259866554962705434	-0.00107160337573865302048178499462621044266401978295597444095334754230386106040940236616849518451216480419628651508053246617593403369988693098524458012355231
5	0.12798421359260022101541523891460345487602435181068123196453374199491690423096861376904624790720265365706977544419448910323036378436381054794835310237486856	-0.04039600948795097503608749946553889735674447636311467648085167767430609529607318841545108824603370832889689248247192320353139048409959099596294453005869607
6	0.08572622545554183847625966323839293709699839649243217840803200357364794888465915210862483696656060486027161951251210264178303120406969568690371714668932255	-0.06802467053211067794215739595844195527156869530753633064807849651911902138771755374151323756626612861172709289485274694333967069040736226188050094652944521
