s	-0.304656296507758712707696190854753356661937836997308769426477812336428989802624359914800515707857207542413401540125956889696506219334309929369841820375287031	-0.162406706078989947058830124225922373134479358761936450709204733687332653162050470796762389725633514469688956218991504902431119725137370051041988228820538773
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	139.61461344793576268418999137714823890039908354651414469946825568955505171725161252243874534622015952162319358604074380726609852182439769188565816152731339	14.418875391607034403974830937962361619580150034909520169671248974848647005958772086761926532864289718632698510433064813568577081324764414410263570445864723
1	-77.87699521000958295110867618575413193504851485522510876163074780703942621583371285220289001407724448658198454877999451142434869244270871994119036411451731	-1.265314929940733442858799683496250025781296629837838099484654000663242253651087602683977968940191313233210053763991201413049933011558979515056414791574883
2	-1.4421767138384920162182501764276175098048263796539603385354588755069534696657258781598165009489662724276677259928866079364325927413761895800003579688452	-7.603304693585337866524990857979863637626578270361296037249449017545128829351388130748719697563587457561466387463861618174695378656949203355900956698296113
3	10.46886162339986832093556885956877396381016979611547549357505224422897028845682281078978645754341615049044337700729624294868604303259491533785042491671998	-0.490974908899214361111834086376269245568508915541921045981283946623333629299352446443525695472220053889413320351684057477290374815517251860364967444960208
4	2.31472116194047920332308477352332622903273240567324143765403946619050019994423866505591823260828163495946590396692421839555037509483108416083750224415007	2.036675575844695368935970907248818135540157255195489057267965626702060652680397851237178319738037790009939442977298682456349391261056422922873188697184973
5	-1.85355302101372884435222926187576804315553572126525084619841162184602786098781137186008087952274844408796184750836514749849535334081795848141725777362785	0.702626497768720406525872631962674340368308889703585541908338054146114793228371955824527951322631883971270873343395365613279362551319760301111131324899375
6	-0.78429075478673519352425884711178498182384428137416791184218352233911689928146352849250225604623283104902474034491729188206866858656771412383774223883695	-0.414780154972322246535610862415112379707490383749801385214423204317212997154572755474281723882698442261289378263155659417875375726388895509486069467370137
