s	-0.69369786698520294733144729376745706749839103429679802673287747829557457296939507087900638046643155796330276710165213971966639117458020916026806971968044395	1.62596077551055365436869105038819084279475793137129140768396612943940103167825899374292403273900490599393099427366767348550800678863248069343601529400248722
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.17527697844111221931528983980011108374302778903654923725774900131733201238948642750344268866312147111221930801751654640947424351030591422703543299295230759	0.10337218722626659163838023643931464550071383628998945606980032516953268361695050011893258639321279255895490554943438955829184227316689055332306989834935594
1	0.17992509096982042562773630863717958695799915646634713762914598843263158292403622864173053583443688013552397271573946055327490329948571040906625657176290931	0.09604499632895046220384702866448375525828257918342243825429334071807048984244813693933883774541213153759280050927044356309402181559744134766233625709084384
2	0.17702932221816268445370846138437279288164711256310493331200415527155637762309029355634551343265142330928742906037955428655135358674147057946107813296726938	0.07768058495128814339648214666607450300823716514915432453207177917670878483623272940198753123194701663688095251550637590649088878083109401129995652408541406
3	0.17038193441188517100866796484606142663135672946964257928436461405212380654326614852389679436419276126072584545362416299369172771981499564161106189659278671	0.04867561855131522135385735651414464481044091352602155616290840977481660163921674068620847865189980812540348545626145995880738781644041686027940289916178527
4	0.15698195942091565267255155205630638607565868836694288788636780357110639551050607264654181681172881555449569745053618230825472611929552786321596082473414103	0.01323371951245831193502112806905319051727041408550083640243861358099136576126123847744294301768614962042680760006774392436342407028156098224883181846917255
5	0.13436489813545060838921516179527194731076068154202555542924866176274615430617104105836274887785307649952631550996921373939106186987174174254784360072134439	-0.02278843525611544180699047008780919147369982700632683512183029039717229199155889539909696382405519791926236464576860716389209479914756952986941706672748125
6	0.10220171827088098881483555672559135269382290531480839365703441148595616221351247906434359958114145403133427453276314337094404632445428020778199076781805346	-0.05278852107638694001241321126437951236307187644853833470072484802028130404622503696740157532765253061354036932399487177893172893584243203213594339147838408
