s	-0.217234709569085081378519086128043503264027967291666128970678572652103666561538835279392799001182789520276879449107566122451757498579764321238823327134212022	-0.73631255406718594177846723890402647544267146844170511976218179494556219274856369551466654002216937584464407000166258691278787442755643481380512706726082137
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	1.0212691721527157828786771299213716503520752849281906292338531081841411801384230030378937243570796181443776880684724740476411270163645514997117503877761168	-2.9648830560215174294588379307784302627981761958660838817554861901220938717478060078408877734303722541090251199745042824530884083220422723127647367745121005
1	0.13623738654545678996062115212004726017421420738262854884324407903242225814371453548499108546595618439671212441220743870800835432007844055594084645697858995	0.1571290736419817645170008163500382554669363320114309077770164679106264031743549906359121382415476209835601421924480352999033364660588374364897643500113217
2	-0.03293980970185486426463392905171994962317794019673925762998850693672987538403219334915296635818290836343663216371223846248244301759396701279610886382869588	-0.0334294048327064333297528987951051790355671129047546317570623352419460969254003864623924573628207218830460393227942354092721553058463860221610355816242026
3	0.00887119957148287925404994034142133944817715359488859978395784231130752375462352498096297237627247967088161541397174954392058442977235041302576362637841108	0.0077170662836960006200485880519480423184120322245252343178675491158052569239867336717596422605635207724874073911812949582187803743224713330119239671176547
4	-0.00138866539639037579664108887539094151230277118051774069529857781406698149899375885916291712017879678448838111541889282896672189064638973982936834239803289	-0.0010704154927461140744039928931760848600607337496930754190959598227650947674931434691570619588760044522229646293090497828231041095005955395540501533139536
5	0.00033163887665149095987476173548673171443351195573679825341104827584120457835995939346268699418814762676714098452476572527797474176714626909963135667556512	0.0001892618228828138464924579863172174801152127883612965815926773714946474449236984688263695932893657309322149539024965567540071264776919236906267736625597
6	-0.00004716162287566255737906703702117438455886342444243533583679977663370233109712357201147044265231367283512498184413290493461240721006398887302752917985936	-0.0000175697491615458468201788139856070232861681443358331615602786091144031769837317414020858168305687363192255561190874080347145219120360636292191022722405
