s	-0.90050163849871001666357993777379042333187300836206882612165532181647198559624132193499032332435889791237080991855087807819464805426331318988994161862448470	-2.07917723856104583099936007222817645445853108291963808777167398134062847361813417261585674072671622895256987763572145163958917553681818604490138889633494545
N	75

#1:i	 #2:Real(Cheb_phi_QNM)	 #3:Imag(Cheb_phi_QNM)
0	0.15265094189164138886720982847253261972390435604830283976461331737276529613221995636068915987104755149802583819785353546574920670598961767513705892037100052	-0.09249860101892024700852690497692224397793907477988622770608615282759238431011537085067123961013196310309164310511979918613281183688680261728010931772976412
1	0.15262133299702457665060671607217478821705644405215589901822489497438189888323246968410605201790252586492180527964666254989870169692952056346948689354553818	-0.08791154940726092718518733690005771268024711823364269843847428686644729984698678861732914908631994684120919384957120418818649342416468813719491569747263301
2	0.15250577245177157028078970176397704332150090720208727397921066339146281105706270101178990652796502194852907603045083955961409115663422594580788313130822391	-0.07520862318529553228532132458971458326642294221397743161805537924838541414989862118619765404543212953513130098751019688116084989677203159392670103992186087
3	0.15057794065787948440296921935519808868299022222982698380674112623529910363291115029529158896719561223681958362784640137533222972992480735928478543022187878	-0.055107288103258934446717189915448263347901689916514601199461968237074209781291495304097440636842409944508267599934078689070597621849266658293771307727850416
4	0.14482670787059219606913537099080993435969558246996296679784458395518065694454670822061786590792996855559632569462867885925695369596691165333060329480062414	-0.029412665648027168810286723224933158610782950924236618408838911655825115894194554150348074831574845449217872811536462420118163796903924525766471279085311392
5	0.13326617408936402525942597643995740136651171004129661536511031235989622819281287350188190093189774847622918912842706397263847754427258220140170206822222288	-0.000874503659422239161077169033026115292153967515964919548258352385518453159766491004324794609418583090546572050363287981145856100187181974918762569219618148
6	0.11462263034632460442074306255430443449923710939650589410575807676714172307200087237039435150016536854674040313606401284918376706365424419962707904953333992	0.026906341423627416743727614522898461273027962904302343517270251987213404707925736970722262375279214627522604500908301067957963776765170823961858213930879539
